id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1315595375273680897,1315589811374231554,2020-10-12 13:09:14 EAT,2020-10-12,13:09:14,+0300,3243342265,hasifwook,حصيف🇲🇾,,"kerana iran negara yang beriklim panas.

Kalau memang dgn berhati hati boleh mencegah corona..mana mungkin Putera Charles &amp; beberapa keluarga istana telah dijangkiti covid19, kerana kehidupan mereka paling hati2 &amp; berwaspada.

Kenapa demikian..? 

Mungkin jawapanya,Kerana hidup",in,[],[],[],1,0,0,[],[],https://twitter.com/hasifwook/status/1315595375273680897,,,0,,,,,,,,"{'user_id': '3243342265', 'username': 'hasifwook'}",,,,
1315595373633662976,1315589811374231554,2020-10-12 13:09:14 EAT,2020-10-12,13:09:14,+0300,3243342265,hasifwook,حصيف🇲🇾,,"Assalamualaikum semua.
COVID 19

Kalau Memang kebersihan boleh mencegah corona.. mengapa Itali rakyatnya yg dijangkiti mencecah 135.000 org, kerana Itali antara negara terbersih di Eropah.

Kalau Memang panas boleh membunuh corona..di Iran kini angkanya sudah mencecah 67.000 org",in,[],[],[],1,0,0,[],[],https://twitter.com/hasifwook/status/1315595373633662976,,,0,,,,,,,,"{'user_id': '3243342265', 'username': 'hasifwook'}",,,,
1315595371897380864,1315595371897380864,2020-10-12 13:09:13 EAT,2020-10-12,13:09:13,+0300,1316254808,eyqueum,Dr Ian Jenkins,,"Can we trust Chinese Covid-19 science?

No! https://t.co/WKr5UpFJuV",en,[],['https://www.theguardian.com/science/2020/oct/11/china-coronavirus-covid-19-medical-research?CMP=Share_iOSApp_Other'],[],0,0,0,[],[],https://twitter.com/Eyqueum/status/1315595371897380864,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315595370764922880,1315595370764922880,2020-10-12 13:09:13 EAT,2020-10-12,13:09:13,+0300,1275174648024576012,teundegraaf4,Teun de Graaf,,"Zelf denk ik dat het amateurvoetbal eruit vliegt, eigenlijk alle amateur sporten, maar de profs gaan door aangezien ze hebben geleerd van de 1e #coronagolf. #voetbal #Coronapandemie #coronamaatregelen #hockey #lockdown #COVID19 #Corona",nl,[],[],[],0,0,0,"['coronagolf', 'voetbal', 'coronapandemie', 'coronamaatregelen', 'hockey', 'lockdown', 'covid19', 'corona']",[],https://twitter.com/TeundeGraaf4/status/1315595370764922880,,https://twitter.com/BruceTol/status/1315594458570928128,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315595370513068033,1315595370513068033,2020-10-12 13:09:13 EAT,2020-10-12,13:09:13,+0300,740585611,mandaluyongpio,MandaluyongPIO,,COVID-19 UPDATE https://t.co/ACQE9useDn,en,[],[],['https://pbs.twimg.com/media/EkHvAtmU8AEaH70.jpg'],0,0,0,[],[],https://twitter.com/MandaluyongPIO/status/1315595370513068033,,,1,https://pbs.twimg.com/media/EkHvAtmU8AEaH70.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315595370202791938,1310649862141214721,2020-10-12 13:09:13 EAT,2020-10-12,13:09:13,+0300,887711867380092928,sund_rose,Sun🌞♄🪐Rosen,,"@VeraJourova @EUProsecutor #EU 
#NextGenerationEU 
#EUCO 
#EU2020de
#COVID19 
#Corona 

https://t.co/82BcoRyhrS",und,"['verajourova', 'euprosecutor']",['https://twitter.com/sund_rose/status/1315588287990583296'],[],0,0,0,"['eu', 'nextgenerationeu', 'euco', 'eu2020de', 'covid19', 'corona']",[],https://twitter.com/sund_rose/status/1315595370202791938,,https://twitter.com/sund_rose/status/1315588287990583296,0,,,,,,,,"{'user_id': '2786900559', 'username': 'VeraJourova'}",,,,
1315595366943748096,1315595366943748096,2020-10-12 13:09:12 EAT,2020-10-12,13:09:12,+0300,154852391,suhaibfarooqui,InsprSuhaibFarooqui (Shayar in Uniform),,"I, Suhaib Ahmad commit to be vigilant and bear in mind at all times, the risk to myslf and my colleagues from COVID-19.
Together we will win this fight against COVID-19.
@DCPNewDelhi 
@pragya_92 https://t.co/65gfh0JTL0",en,"['dcpnewdelhi', 'pragya_92']",[],[],0,0,0,[],[],https://twitter.com/Suhaibfarooqui/status/1315595366943748096,,,1,https://pbs.twimg.com/ext_tw_video_thumb/1315594026360299520/pu/img/cc4IL03FByvbgkXD.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315595365496676359,1315595365496676359,2020-10-12 13:09:12 EAT,2020-10-12,13:09:12,+0300,106669711,bernamadotcom,BERNAMA,,"Jabatan Penerangan Kelantan laksana 2,400 hebahan kesedaran COVID-19 https://t.co/SzMs38LP1q",in,[],['https://www.bernama.com/bm/am/news.php?id=1888995#.X4QrRgo2hOk.twitter'],[],0,0,0,[],[],https://twitter.com/bernamadotcom/status/1315595365496676359,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315595364414652416,1315595364414652416,2020-10-12 13:09:12 EAT,2020-10-12,13:09:12,+0300,1224269759728013312,nobody_left_out,Nobody Left Outside,,"🎺Our first NLO podcast is ready🎺
Listen to what @FranColombo2019, @FreekSpinnewij1 &amp; @JVLazarus have to say about country responses to #COVID19, #healthsystem preparedness and the effects on homeless people on our first #NLOWeek podcast.  

Listen here: https://t.co/xHLuaSyipi https://t.co/Hck2FcNV0W",en,"['francolombo2019', 'freekspinnewij1', 'jvlazarus']",['https://bit.ly/33Q0qkN'],['https://pbs.twimg.com/media/EkHulofX0AAzplK.jpg'],0,0,0,"['covid19', 'healthsystem', 'nloweek']",[],https://twitter.com/nobody_left_out/status/1315595364414652416,,,1,https://pbs.twimg.com/media/EkHulofX0AAzplK.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1315595363978547200,1315595363978547200,2020-10-12 13:09:12 EAT,2020-10-12,13:09:12,+0300,203168012,atacadaomedico,AMH,,Senador Eduardo Braga testa positivo para a covid-19 https://t.co/4UeYUfPe7W,pt,[],['https://gpsdanoticia.com.br/senador-eduardo-braga-testa-positivo-para-a-covid-19/'],[],0,0,0,[],[],https://twitter.com/atacadaomedico/status/1315595363978547200,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
