id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1315614174655938560,1315611733722042368,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,1171445779749191680,deanwalusimbi,Dean Walusimbi,,"@wougnet @webfoundation @A4A_Internet @ForCfma @UCC_Official @ISOCUg With 85% of uganda's residing in rural areas where women and girls constitute close to 60% it becomes abit hard for rural women to access ICTs and digital platforms
@wougnet @webfoundation  @A4A_Internet",en,"['wougnet', 'webfoundation', 'a4a_internet', 'forcfma', 'ucc_official', 'isocug', 'wougnet', 'webfoundation', 'a4a_internet']",[],[],0,0,0,[],[],https://twitter.com/DeanWalusimbi/status/1315614174655938560,,,0,,,,,,,,"{'user_id': '76588529', 'username': 'wougnet'}",,,,
1315614174622429185,1315614174622429185,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,935578256870273024,habiticaforge,Habitica Forge,,"""build(deps): bump hellojs from 1.18.4 to 1.18.6 in /website/client"" has been accepted and will be released soon. https://t.co/QdX5X7bMS2",en,[],['https://github.com/HabitRPG/habitica/pull/12670'],[],0,0,0,[],[],https://twitter.com/habiticaforge/status/1315614174622429185,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315614174542794756,1315336613740924930,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,1240258543405727744,grantsalstrom,Grant Salstrom,,"@KamalaHarris By “together” do you mean only women that agree with you or all women? Will you back up your tweet by supporting Amy Coney Barrett, a woman that has worked hard with an impeccable record and rose to the highest opportunity in her profession? Let’s see...",en,['kamalaharris'],[],[],0,0,0,[],[],https://twitter.com/GrantSalstrom/status/1315614174542794756,,,0,,,,,,,,"{'user_id': '30354991', 'username': 'KamalaHarris'}",,,,
1315614174450384899,1315613790726057985,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,2545115569,pissmind,*,,love this btw. beers for the boys! and l&amp;p for the kids.,en,[],[],[],0,0,0,[],[],https://twitter.com/pissmind/status/1315614174450384899,,,0,,,,,,,,"{'user_id': '2545115569', 'username': 'pissmind'}",,,,
1315614174416838662,1315393917689516033,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,863387220,petwatchersmike,Mike Harlow,,"@JackPosobiec Michelle...she is so fair minded, and not a racist bone in her body...",en,['jackposobiec'],[],[],0,0,0,[],[],https://twitter.com/PetwatchersMike/status/1315614174416838662,,,0,,,,,,,,"{'user_id': '592730371', 'username': 'JackPosobiec'}",,,,
1315614174412787714,1315614174412787714,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,228010353,isearch247,Eric Thompson,,"Coronavirus: Hot tub party broken up and students fined - https://t.co/d9AMZx6Xnk

Students who said they were celebrating a series of negative tests were also penalised.

BBC News
NewsATW",en,[],['https://newsatw.com/coronavirus-hot-tub-party-broken-up-and-students-fined/'],[],0,0,0,[],[],https://twitter.com/isearch247/status/1315614174412787714,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315614174404255744,1315608820584914945,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,1302441393592217600,foreverbabii_,offgun babii💚💚💚,,@ChoiTaek1 oh i see!! this month ko lang napanood tharntype and super addicted na ako sa kanila huhu thank u sa info!!!!,tl,['choitaek1'],[],[],0,0,0,[],[],https://twitter.com/foreverbabii_/status/1315614174404255744,,,0,,,,,,,,"{'user_id': '1230776655536259072', 'username': 'ChoiTaek1'}",,,,
1315614174274375682,1315614174274375682,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,152538144,doziieee,All Father and also a Dimkpa,,@Diilated see your people 😭😭,en,['diilated'],[],[],0,0,0,[],[],https://twitter.com/Doziieee/status/1315614174274375682,,https://twitter.com/pepple___/status/1315579758680379392,0,,,,,,,,"{'user_id': '44370004', 'username': 'Diilated'}",,,,
1315614174190415872,1315614174190415872,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,253539576,nedu64,'nedu Onye Okwukwe,,"When people start missing flights and airlines start complaining to home governments,  1984 will adjust. 

Block it! 

#SARSMUSTEND",en,[],[],[],0,0,0,['sarsmustend'],[],https://twitter.com/Nedu64/status/1315614174190415872,,https://twitter.com/NoraAwolowo/status/1315598368870146049,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315614174173634561,1315318151182245888,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,346597840,gbudaman,Greg B,,"@CoachJones_11 ""Most"" TN are supportive and awesome, you just hear and pay attention to the few complainers.",en,['coachjones_11'],[],[],0,0,0,[],[],https://twitter.com/gbudaman/status/1315614174173634561,,,0,,,,,,,,"{'user_id': '79754577', 'username': 'CoachJones_11'}",,,,
1315614174131769345,1315614174131769345,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,2758381160,agentsanta47,"Zelda, The Princess.",,called the realtor and told her we have to put the move on hold for a bit until test comes back negative.,en,[],[],[],0,0,0,[],[],https://twitter.com/AgentSanta47/status/1315614174131769345,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315614174039412738,1315614174039412738,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,1302008703047139328,umheyuni,Emma 🌻,,"OK I've had the album on repeat for 2 hours so far and You Like still gets me everytime. 

#PENTAGONBlooms_Daisy
#펜타곤_컴백에_심장이_데이지
#PENTAGON_Daisy 
@CUBE_PTG
 #PENTAGON #펜타곤 #데이지",en,['cube_ptg'],[],[],0,0,0,"['pentagonblooms_daisy', '펜타곤_컴백에_심장이_데이지', 'pentagon_daisy', 'pentagon', '펜타곤', '데이지']",[],https://twitter.com/umheyuni/status/1315614174039412738,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315614174010134533,1315396892461805569,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,986512761097277440,aczear1,Aczear,,"@Maromar15910 @pcgamer Bruh you dumb (kinda)

Gacha mechanics are essentially gambling, but there are two important things to not overlook

1) Most people within the ""Gacha Sphere know how to stay in a safe state and to not get addicted",en,"['maromar15910', 'pcgamer']",[],[],0,0,0,[],[],https://twitter.com/Aczear1/status/1315614174010134533,,,0,,,,,,,,"{'user_id': '784929644805918720', 'username': 'Maromar15910'}",,,,
1315614173917831171,1315614173917831171,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,1255502054245662722,aqutabi,Aisha S. Qutabi,,"1. Quran
2. Industrial Society and its Future
3. Sharia van het Gezond Verstand",nl,[],[],[],0,0,0,[],[],https://twitter.com/AQutabi/status/1315614173917831171,,https://twitter.com/telegraaf/status/1315612258677018626,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1315614173917708289,1315614173917708289,2020-10-12 14:23:56 EAT,2020-10-12,14:23:56,+0300,1304598878143098881,rnnteam,Team Ranz and Niana,,"Road to 150 followers na tayo. Keep on following guys.

SmileByRN OutNow",en,[],[],[],0,0,0,[],[],https://twitter.com/RNNTeam/status/1315614173917708289,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
